session_title,session_abbreviation,session_type,session_topic,session_date,session_time_start,session_time_end,session_location,session_details,session_chair,abstract_title,abstract_time_start,abstract_time_end,authors,abstract_status,abstract_sort_order
"Intergalactic Medium, QSO Absorption Line Systems",109,Oral Session,,05-Jan-2016,10:00 AM,11:30 AM,Naples (Gaylord Palms Resort and Convention Center),,"Chair: Andrew Fox, afox@stsci.edu, Space Telescope Science Institute",Where Do Galaxies Spend Their Time? The Evolving Environment of Galaxies and Their CGM,10:10 AM,10:20 AM,L. A. Phillips*; A. Snedden; J. Coughlin; G. J. Mathews; I. Suh,Sessioned,2
"Intergalactic Medium, QSO Absorption Line Systems",109,Oral Session,,05-Jan-2016,10:00 AM,11:30 AM,Naples (Gaylord Palms Resort and Convention Center),,"Chair: Andrew Fox, afox@stsci.edu, Space Telescope Science Institute",The relationships between galaxies/AGN and the circum-/intergalactic medium at z<1,10:20 AM,10:40 AM,S. Johnson*; H. Chen; J. S. Mulchaey,Sessioned,3
"Intergalactic Medium, QSO Absorption Line Systems",109,Oral Session,,05-Jan-2016,10:00 AM,11:30 AM,Naples (Gaylord Palms Resort and Convention Center),,"Chair: Andrew Fox, afox@stsci.edu, Space Telescope Science Institute",New observations directly measuring the full continuous sizes of high redshift damped Lya systems,10:40 AM,10:50 AM,J. Cooke*; J. O'Meara,Sessioned,4
"Intergalactic Medium, QSO Absorption Line Systems",109,Oral Session,,05-Jan-2016,10:00 AM,11:30 AM,Naples (Gaylord Palms Resort and Convention Center),,"Chair: Andrew Fox, afox@stsci.edu, Space Telescope Science Institute",Photon underproduction crisis and the redshift evolution of escape fraction of hydrogen ionizing photons from galaxies,10:50 AM,11:00 AM,V. Khaire*; R. Srianand,Sessioned,5
"Intergalactic Medium, QSO Absorption Line Systems",109,Oral Session,,05-Jan-2016,10:00 AM,11:30 AM,Naples (Gaylord Palms Resort and Convention Center),,"Chair: Andrew Fox, afox@stsci.edu, Space Telescope Science Institute",Analyzing the Evolution of MgII and CIV Absorbers Observed in High Resolution with the Largest Optical Telescopes,11:00 AM,11:10 AM,N. Mathes*; C. W. Churchill; M. Murphy,Sessioned,6
"Intergalactic Medium, QSO Absorption Line Systems",109,Oral Session,,05-Jan-2016,10:00 AM,11:30 AM,Naples (Gaylord Palms Resort and Convention Center),,"Chair: Andrew Fox, afox@stsci.edu, Space Telescope Science Institute",Spectral Deception: Understanding Misleading Spectral Features Using Simulations,11:10 AM,11:20 AM,C. B. Hummels*; D. W. Silvia; B. Smith,Sessioned,7
"Intergalactic Medium, QSO Absorption Line Systems",109,Oral Session,,05-Jan-2016,10:00 AM,11:30 AM,Naples (Gaylord Palms Resort and Convention Center),,"Chair: Andrew Fox, afox@stsci.edu, Space Telescope Science Institute",A Deep Search for Galaxies Associated With Very Low-redshift Metal-line Absorbers: The Circumgalactic Media of Dwarf Galaxies and Environmental Effects,11:20 AM,11:30 AM,J. Burchett*; T. M. Tripp; R. Bordoloi; C. Willmer,Sessioned,8
Keys to Classic Astrophysical Puzzles: High Energy Gamma-Rays with VERITAS and Beyond,102,Special Session,,05-Jan-2016,10:00 AM,11:30 AM,Sun A (Gaylord Palms Resort and Convention Center),,"Chair: Lucy Fortson, fortson@physics.umn.edu, University of Minnesota;Chair: Reshmi Mukherjee, muk@egret.gsfc.nasa.gov, McGill Univ.",Energetic particles in supernova remnants: Results from VHE Observations,10:00 AM,10:18 AM,P. O. Slane*,Sessioned,1
Keys to Classic Astrophysical Puzzles: High Energy Gamma-Rays with VERITAS and Beyond,102,Special Session,,05-Jan-2016,10:00 AM,11:30 AM,Sun A (Gaylord Palms Resort and Convention Center),,"Chair: Lucy Fortson, fortson@physics.umn.edu, University of Minnesota;Chair: Reshmi Mukherjee, muk@egret.gsfc.nasa.gov, McGill Univ.",Gamma Ray Constraints on Astrochemistry: Cosmic-Ray Flux and Molecular Cloud Masses,10:18 AM,10:36 AM,N. Indriolo*,Sessioned,2
Keys to Classic Astrophysical Puzzles: High Energy Gamma-Rays with VERITAS and Beyond,102,Special Session,,05-Jan-2016,10:00 AM,11:30 AM,Sun A (Gaylord Palms Resort and Convention Center),,"Chair: Lucy Fortson, fortson@physics.umn.edu, University of Minnesota;Chair: Reshmi Mukherjee, muk@egret.gsfc.nasa.gov, McGill Univ.",Cosmic Rays Across the Universe,10:36 AM,10:54 AM,E. G. Zweibel*,Sessioned,3
Keys to Classic Astrophysical Puzzles: High Energy Gamma-Rays with VERITAS and Beyond,102,Special Session,,05-Jan-2016,10:00 AM,11:30 AM,Sun A (Gaylord Palms Resort and Convention Center),,"Chair: Lucy Fortson, fortson@physics.umn.edu, University of Minnesota;Chair: Reshmi Mukherjee, muk@egret.gsfc.nasa.gov, McGill Univ.",High Energy Insights into Extragalactic Sources,10:54 AM,11:12 AM,C. D. Dermer*,Sessioned,4
Keys to Classic Astrophysical Puzzles: High Energy Gamma-Rays with VERITAS and Beyond,102,Special Session,,05-Jan-2016,10:00 AM,11:30 AM,Sun A (Gaylord Palms Resort and Convention Center),,"Chair: Lucy Fortson, fortson@physics.umn.edu, University of Minnesota;Chair: Reshmi Mukherjee, muk@egret.gsfc.nasa.gov, McGill Univ.",Beyond VERITAS: High-Energy Gamma-Rays with the Cherenkov Telescope Array,11:12 AM,11:30 AM,D. A. Williams*,Sessioned,5
Recent Developments in Extrasolar Planet Detection,106,Oral Session,,05-Jan-2016,10:00 AM,11:30 AM,Osceola A (Gaylord Palms Resort and Convention Center),,"Chair: Margaret Turnbull, turnbull.maggie@gmail.com, Global Science Institute",Multiwavelength Transit Observations of the Candidate Disintegrating Planetesimals Orbiting a White Dwarf,10:00 AM,10:10 AM,B. Croll*,Sessioned,1
Recent Developments in Extrasolar Planet Detection,106,Oral Session,,05-Jan-2016,10:00 AM,11:30 AM,Osceola A (Gaylord Palms Resort and Convention Center),,"Chair: Margaret Turnbull, turnbull.maggie@gmail.com, Global Science Institute",Infrared emission from highly irradiated planets in orbit around hot white dwarfs,10:10 AM,10:20 AM,J. H. Debes*; P. Sandhaus,Sessioned,2
Recent Developments in Extrasolar Planet Detection,106,Oral Session,,05-Jan-2016,10:00 AM,11:30 AM,Osceola A (Gaylord Palms Resort and Convention Center),,"Chair: Margaret Turnbull, turnbull.maggie@gmail.com, Global Science Institute",Confirmation of the Planetary Origin of the Gravitational Microlensing Event OGLE-2006-BLG-0169,10:20 AM,10:30 AM,R. K. Barry*; D. P. Bennett; A. Bhattacharya; J. Anderson; I. Bond; N. Anderson; V. Batista; J. Beaulieu; D. L. Depoy; S. Dong; B. S. Gaudi; A. Gould; E. Gilbert; R. Pfeifle; R. W. Pogge; S. Terry; A. Udalski,Sessioned,3
Recent Developments in Extrasolar Planet Detection,106,Oral Session,,05-Jan-2016,10:00 AM,11:30 AM,Osceola A (Gaylord Palms Resort and Convention Center),,"Chair: Margaret Turnbull, turnbull.maggie@gmail.com, Global Science Institute",Mass ratio of the 2 pc binary brown dwarf LUH 16 and limits on planetary companions from astrometry,10:30 AM,10:40 AM,J. Sahlmann*; P. F. Lazorenko,Sessioned,4
Recent Developments in Extrasolar Planet Detection,106,Oral Session,,05-Jan-2016,10:00 AM,11:30 AM,Osceola A (Gaylord Palms Resort and Convention Center),,"Chair: Margaret Turnbull, turnbull.maggie@gmail.com, Global Science Institute",An Accreting Protoplanet: Confirmation and Characterization of LkCa15b,10:40 AM,10:50 AM,K. B. Follette*; L. M. Close; J. Males; B. Macintosh; S. Sallum; J. A. Eisner; K. M. Kratter; V. P. Bailey; D. Defrere; P. Hinz; K. M. Morzinski; T. Rodigas; A. Skemer; E. Spalding; P. Tuthill; A. Vaz; A. J. Weinberger,Sessioned,5
Recent Developments in Extrasolar Planet Detection,106,Oral Session,,05-Jan-2016,10:00 AM,11:30 AM,Osceola A (Gaylord Palms Resort and Convention Center),,"Chair: Margaret Turnbull, turnbull.maggie@gmail.com, Global Science Institute",Probing Planetary Formation and Evolution Through Occultations,10:50 AM,11:10 AM,J. E. Rodriguez*,Sessioned,6
Recent Developments in Extrasolar Planet Detection,106,Oral Session,,05-Jan-2016,10:00 AM,11:30 AM,Osceola A (Gaylord Palms Resort and Convention Center),,"Chair: Margaret Turnbull, turnbull.maggie@gmail.com, Global Science Institute",How to Image Exoplanets at Solar System Scales,11:10 AM,11:20 AM,T. Rodigas*; A. J. Weinberger; E. E. Mamajek; J. Males; L. M. Close; K. M. Morzinski; P. Hinz; N. A. Kaib,Sessioned,7
Recent Developments in Extrasolar Planet Detection,106,Oral Session,,05-Jan-2016,10:00 AM,11:30 AM,Osceola A (Gaylord Palms Resort and Convention Center),,"Chair: Margaret Turnbull, turnbull.maggie@gmail.com, Global Science Institute",Finding the Needles in the Haystacks: Feasibility of Exomoon Detection and Spectral Recovery,11:20 AM,11:30 AM,T. C. Jansen*; A. Roberge; E. Agol; C. Stark; T. Robinson,Sessioned,8
"Stars I: Age, Rotation and Activity",105,Oral Session,,05-Jan-2016,10:00 AM,11:30 AM,Sun D (Gaylord Palms Resort and Convention Center),,"Chair: Sarah Schmidt, sjschmidt@aip.de, Leibniz-Institute for Astrophysics Potsdam (AIP)",A self-consistent dynamo model for fully convective stars,10:00 AM,10:10 AM,R. K. Yadav*; U. Christensen; J. Morin; T. Gastine; A. Reiners; K. Poppenhaeger; S. J. Wolk,Sessioned,1
"Stars I: Age, Rotation and Activity",105,Oral Session,,05-Jan-2016,10:00 AM,11:30 AM,Sun D (Gaylord Palms Resort and Convention Center),,"Chair: Sarah Schmidt, sjschmidt@aip.de, Leibniz-Institute for Astrophysics Potsdam (AIP)",A Light Curve Probe of Stellar Surface Convection and Measure of Stellar Surface Gravity,10:10 AM,10:20 AM,F. A. Bastien*; K. Stassun; G. S. Basri; J. Pepper,Sessioned,2
"Stars I: Age, Rotation and Activity",105,Oral Session,,05-Jan-2016,10:00 AM,11:30 AM,Sun D (Gaylord Palms Resort and Convention Center),,"Chair: Sarah Schmidt, sjschmidt@aip.de, Leibniz-Institute for Astrophysics Potsdam (AIP)",The evolution of chromospheric activity in middle-aged Sun-like stars,10:20 AM,10:30 AM,J. L. Curtis*,Sessioned,3
"Stars I: Age, Rotation and Activity",105,Oral Session,,05-Jan-2016,10:00 AM,11:30 AM,Sun D (Gaylord Palms Resort and Convention Center),,"Chair: Sarah Schmidt, sjschmidt@aip.de, Leibniz-Institute for Astrophysics Potsdam (AIP)",Stellar ages from stellar rotation,10:30 AM,10:50 AM,R. Angus*; S. Aigrain; J. A. Johnson; D. Foreman-Mackey,Sessioned,4
"Stars I: Age, Rotation and Activity",105,Oral Session,,05-Jan-2016,10:00 AM,11:30 AM,Sun D (Gaylord Palms Resort and Convention Center),,"Chair: Sarah Schmidt, sjschmidt@aip.de, Leibniz-Institute for Astrophysics Potsdam (AIP)","Insight into the structure and physics of M dwarf stars through determination of the rotation, metallicities, and radii of the nearby population",10:50 AM,11:10 AM,E. R. Newton*,Sessioned,5
"Stars I: Age, Rotation and Activity",105,Oral Session,,05-Jan-2016,10:00 AM,11:30 AM,Sun D (Gaylord Palms Resort and Convention Center),,"Chair: Sarah Schmidt, sjschmidt@aip.de, Leibniz-Institute for Astrophysics Potsdam (AIP)","What Makes Red Giants Tick? Linking Tidal Forces, Activity, and Solar-Like Oscillations via Eclipsing Binaries",11:10 AM,11:30 AM,M. L. Rawls*; P. Gaulme; J. McKeever; J. Jackiewicz,Sessioned,6
Supernovae: Surveys and Detections,103,Oral Session,,05-Jan-2016,10:00 AM,11:30 AM,Sun B (Gaylord Palms Resort and Convention Center),,"Chair: Daniel Scolnic, dscolnic@kicp.uchicago.edu, University of Chicago",Supernovae by the Hundreds: the LCOGT Supernova Key Project,10:00 AM,10:10 AM,D. A. Howell*; I. Arcavi; G. Hosseinzadeh; C. McCully; S. Valenti,Sessioned,1
Supernovae: Surveys and Detections,103,Oral Session,,05-Jan-2016,10:00 AM,11:30 AM,Sun B (Gaylord Palms Resort and Convention Center),,"Chair: Daniel Scolnic, dscolnic@kicp.uchicago.edu, University of Chicago",Exploring Type II Supernova Diversity with the LCOGT Sample,10:10 AM,10:20 AM,S. Valenti*; D. A. Howell; I. Arcavi; C. McCully; G. Hosseinzadeh,withdrawn,2
Supernovae: Surveys and Detections,103,Oral Session,,05-Jan-2016,10:00 AM,11:30 AM,Sun B (Gaylord Palms Resort and Convention Center),,"Chair: Daniel Scolnic, dscolnic@kicp.uchicago.edu, University of Chicago",Fast and Furious: Rapid Response to Young Supernovae,10:20 AM,10:40 AM,Y. Cao*; S. R. Kulkarni; P. E. Nugent; M. M. Kasliwal,Sessioned,3
Supernovae: Surveys and Detections,103,Oral Session,,05-Jan-2016,10:00 AM,11:30 AM,Sun B (Gaylord Palms Resort and Convention Center),,"Chair: Daniel Scolnic, dscolnic@kicp.uchicago.edu, University of Chicago",A New Type of X-ray Transient?,10:40 AM,10:50 AM,F. E. Bauer*,Sessioned,4
Supernovae: Surveys and Detections,103,Oral Session,,05-Jan-2016,10:00 AM,11:30 AM,Sun B (Gaylord Palms Resort and Convention Center),,"Chair: Daniel Scolnic, dscolnic@kicp.uchicago.edu, University of Chicago",Peculiar Transients as Probes of Stellar Evolution and Mass-Loss,10:50 AM,11:10 AM,M. Drout*; E. Berger,Sessioned,5
Supernovae: Surveys and Detections,103,Oral Session,,05-Jan-2016,10:00 AM,11:30 AM,Sun B (Gaylord Palms Resort and Convention Center),,"Chair: Daniel Scolnic, dscolnic@kicp.uchicago.edu, University of Chicago",Supernova Host Galaxy Identification: Applications for the Dark Energy Survey and Future Surveys,11:10 AM,11:20 AM,R. Gupta*; S. Kuhlmann; E. Kovacs; H. Spinka; D. Goldstein; C. Liotine; K. Pomian; R. Kessler; C. D'Andrea; M. Sullivan; M. Sako; R. Nichol; A. Papadopoulos,Sessioned,6
Supernovae: Surveys and Detections,103,Oral Session,,05-Jan-2016,10:00 AM,11:30 AM,Sun B (Gaylord Palms Resort and Convention Center),,"Chair: Daniel Scolnic, dscolnic@kicp.uchicago.edu, University of Chicago",The Multiply Imaged Strongly Lensed Supernova Refsdal,11:20 AM,11:30 AM,P. Kelly*,Sessioned,7
The Next Leap in UV/Optical/NIR Space Astronomy,,Splinter Meeting,,05-Jan-2016,10:00 AM,11:30 AM,Orange Blossom Ballroom (Gaylord Palms Resort and Convention Center),,"Organizer: Marc Postman, postman@stsci.edu, Space Telescope Science Institute",,,,,,
"Variable Stars, White Dwarfs",110,Oral Session,,05-Jan-2016,10:00 AM,11:30 AM,Tampa (Gaylord Palms Resort and Convention Center),,"Chair: Terry Oswalt, oswaltt1@erau.edu, Embry-Riddle Aeronautical University",Photometric Variability of a Large Sample of Be Stars,10:00 AM,10:10 AM,J. Labadie-Bartz*; J. Pepper,Sessioned,1
"Variable Stars, White Dwarfs",110,Oral Session,,05-Jan-2016,10:00 AM,11:30 AM,Tampa (Gaylord Palms Resort and Convention Center),,"Chair: Terry Oswalt, oswaltt1@erau.edu, Embry-Riddle Aeronautical University",Formation and Asteroseismology of Extremely Low-mass White Dwarfs,10:10 AM,10:20 AM,M. Sun*; P. Arras,Sessioned,2
"Variable Stars, White Dwarfs",110,Oral Session,,05-Jan-2016,10:00 AM,11:30 AM,Tampa (Gaylord Palms Resort and Convention Center),,"Chair: Terry Oswalt, oswaltt1@erau.edu, Embry-Riddle Aeronautical University",The Long-Term Outcomes of Double White Dwarf Mergers,10:20 AM,10:40 AM,J. Schwab*,Sessioned,3
"Variable Stars, White Dwarfs",110,Oral Session,,05-Jan-2016,10:00 AM,11:30 AM,Tampa (Gaylord Palms Resort and Convention Center),,"Chair: Terry Oswalt, oswaltt1@erau.edu, Embry-Riddle Aeronautical University",On the Discovery of Massive ZZ Ceti Variables and the Peculiar Light Curve of SDSS J1529,10:40 AM,10:50 AM,B. Curd*; M. Kilic; A. Gianninas,Sessioned,4
"Variable Stars, White Dwarfs",110,Oral Session,,05-Jan-2016,10:00 AM,11:30 AM,Tampa (Gaylord Palms Resort and Convention Center),,"Chair: Terry Oswalt, oswaltt1@erau.edu, Embry-Riddle Aeronautical University",Study of Eclipsing Binary Systems NSVS 732240 and NSVS 5726288,10:50 AM,11:00 AM,M. Knote*,Sessioned,5
"Variable Stars, White Dwarfs",110,Oral Session,,05-Jan-2016,10:00 AM,11:30 AM,Tampa (Gaylord Palms Resort and Convention Center),,"Chair: Terry Oswalt, oswaltt1@erau.edu, Embry-Riddle Aeronautical University",Shifting the Starspot Paradigm: Imaging Global Magnetic Structures,11:00 AM,11:20 AM,R. M. Roettenbacher*; J. D. Monnier,Sessioned,6
"Variable Stars, White Dwarfs",110,Oral Session,,05-Jan-2016,10:00 AM,11:30 AM,Tampa (Gaylord Palms Resort and Convention Center),,"Chair: Terry Oswalt, oswaltt1@erau.edu, Embry-Riddle Aeronautical University",Finding Every Stellar Flare in the Kepler Light Curves,11:20 AM,11:30 AM,J. R. Davenport*,Sessioned,7
"Annie Jump Cannon Award: On the Dynamics of Planets, Stars and Black Holes - New Insights from Triples, Smadar Naoz (UCLA)",115,Plenary Session,,05-Jan-2016,11:40 AM,12:30 PM,Osceola C (Gaylord Palms Resort and Convention Center),,"Chair: C. Urry, meg.urry@yale.edu, Yale University","On the Dynamics of Planets, Stars and Black Holes - New Insights from Triples",11:40 AM,12:30 PM,S. Naoz*,Sessioned,1
Re-Numerating the Astronomy Classroom,,Workshop,,05-Jan-2016,12:30 PM,2:30 PM,Emerald 2 (Gaylord Palms Resort and Convention Center),,"Organizer: Donald McCarthy, dmccarthy@as.arizona.edu, Univ. of Arizona",,,,,,
HAD Business Meeting,117,Town Hall,,05-Jan-2016,12:45 PM,1:45 PM,Osceola 4 (Gaylord Palms Resort and Convention Center),,"Chair: Marc Rothenberg, josephhenr@aol.com, National Science Foundation",,,,,,
Harassment in the Astronomical Sciences,116,Town Hall,,05-Jan-2016,12:45 PM,1:45 PM,Osceola C (Gaylord Palms Resort and Convention Center),,"Chair: C. Urry, meg.urry@yale.edu, Yale University",,,,,,
NSF Education Proposal Information Session,,Splinter Meeting,,05-Jan-2016,1:30 PM,2:30 PM,St. George 114 (Gaylord Palms Resort and Convention Center),,"Organizer: Kevin Lee, KELEE@nsf.gov, NSF",,,,,,
"AGN, Black Holes and Host Galaxies",119,Oral Session,,05-Jan-2016,2:00 PM,3:30 PM,Sun B (Gaylord Palms Resort and Convention Center),,"Chair: Gerard Kriss, gak@stsci.edu, STScI",Relations Between Black Hole Mass and Total Galaxy Stellar Mass in the Local Universe,2:00 PM,2:10 PM,A. E. Reines*; M. Volonteri,Sessioned,1
"AGN, Black Holes and Host Galaxies",119,Oral Session,,05-Jan-2016,2:00 PM,3:30 PM,Sun B (Gaylord Palms Resort and Convention Center),,"Chair: Gerard Kriss, gak@stsci.edu, STScI",A Near-Infrared Spectroscopic Investigation of Ionization Mechanisms and AGN Activity in Luminous Infrared Galaxies,2:10 PM,2:30 PM,H. Borish*,Sessioned,2
"AGN, Black Holes and Host Galaxies",119,Oral Session,,05-Jan-2016,2:00 PM,3:30 PM,Sun B (Gaylord Palms Resort and Convention Center),,"Chair: Gerard Kriss, gak@stsci.edu, STScI",Merger-Triggered AGN Activity as Traced by Dual and Offset AGN,2:30 PM,2:40 PM,J. M. Comerford*,Sessioned,3
"AGN, Black Holes and Host Galaxies",119,Oral Session,,05-Jan-2016,2:00 PM,3:30 PM,Sun B (Gaylord Palms Resort and Convention Center),,"Chair: Gerard Kriss, gak@stsci.edu, STScI",Quenching histories of galaxies and the role of AGN feedback,2:40 PM,3:00 PM,R. J. Smethurst*; C. Lintott; B. Simmons,Sessioned,4
"AGN, Black Holes and Host Galaxies",119,Oral Session,,05-Jan-2016,2:00 PM,3:30 PM,Sun B (Gaylord Palms Resort and Convention Center),,"Chair: Gerard Kriss, gak@stsci.edu, STScI",Black holes a-wandering in Abell 2261,3:00 PM,3:10 PM,S. Spolaor*; H. Ford; K. Gultekin; T. R. Lauer; T. W. Lazio; A. Loeb; L. A. Moustakas; M. Postman; J. M. Taylor,Sessioned,5
"AGN, Black Holes and Host Galaxies",119,Oral Session,,05-Jan-2016,2:00 PM,3:30 PM,Sun B (Gaylord Palms Resort and Convention Center),,"Chair: Gerard Kriss, gak@stsci.edu, STScI",Does the BCG of Abell 85 host the most massive black hole in the known Universe?,3:10 PM,3:20 PM,J. P. Madrid*; C. Donzelli,withdrawn,6
"AGN, Black Holes and Host Galaxies",119,Oral Session,,05-Jan-2016,2:00 PM,3:30 PM,Sun B (Gaylord Palms Resort and Convention Center),,"Chair: Gerard Kriss, gak@stsci.edu, STScI",Variability Statistics for Galaxies Observed by Kepler,3:20 PM,3:30 PM,M. N. Fanelli*; P. M. Marcum; J. E. Van Cleve,Sessioned,7
Dust and Star Formation in High Redshift Galaxies,124,Oral Session,,05-Jan-2016,2:00 PM,3:30 PM,Miami (Gaylord Palms Resort and Convention Center),,"Chair: Margaret Meixner, meixner@stsci.edu, STScI",Galaxy Structure as a Driver of the Star Formation Sequence Slope and Scatter,2:00 PM,2:10 PM,K. E. Whitaker*,Sessioned,1
Dust and Star Formation in High Redshift Galaxies,124,Oral Session,,05-Jan-2016,2:00 PM,3:30 PM,Miami (Gaylord Palms Resort and Convention Center),,"Chair: Margaret Meixner, meixner@stsci.edu, STScI",Star formation histories of z~2 galaxies and their intrinsic characteristics on the SFR-M* plane,2:10 PM,2:30 PM,B. Lee*; M. Giavalisco,Sessioned,2
